ymd,taavg,hmavg,wl,fw,rf
2016-04-09,14.5,67.2,0.12,0.0,0.0
2016-04-10,16.9,58.2,0.09,0.0,0.0
2016-04-11,12.5,43.0,0.06,0.0,0.0
2016-04-12,13.4,41.6,0.12,0.0,0.0
2016-04-13,13.5,79.7,0.12,0.0,16.0
2016-04-14,15.2,64.5,0.27,0.0,0.0
2016-04-15,14.9,48.1,0.38,0.0,0.0
2016-04-16,14.5,56.8,0.35,0.0,12.0
2016-04-17,12.6,51.4,0.52,0.0,12.0
2016-04-18,11.6,51.9,0.69,0.0,3.0
2016-04-19,11.9,52.4,0.59,0.0,0.0
2016-04-20,12.4,60.6,0.45,0.0,2.0
2016-04-21,13.7,81.2,0.49,0.0,20.0
2016-04-22,18.2,61.5,0.72,0.0,0.0
2016-04-23,14.2,53.6,0.63,0.0,0.0
2016-04-24,14.1,41.3,0.47,0.0,0.0
2016-04-25,15.9,45.5,0.37,0.0,0.0
2016-04-26,19.4,43.7,0.35,0.0,0.0
2016-04-27,13.9,56.4,0.33,0.0,4.0
2016-04-28,14.5,52.6,0.33,0.0,0.0
2016-04-29,16.1,45.1,0.32,0.0,0.0
2016-04-30,16.0,50.4,0.31,0.0,0.0
2016-05-01,18.0,47.2,0.3,0.0,0.0
2016-05-02,19.5,55.1,0.3,0.0,7.0
2016-05-03,15.4,74.3,0.3,0.0,13.0
2016-05-04,16.6,35.0,0.29,0.0,0.0
2016-05-05,18.3,39.4,0.26,0.0,1.0
2016-05-06,18.8,63.7,0.23,0.0,0.0
2016-05-07,16.1,56.6,0.2,0.0,0.0
2016-05-08,18.2,49.2,0.19,0.0,0.0
2016-05-09,19.5,46.6,0.16,0.0,0.0
2016-05-10,14.0,77.7,0.1,0.0,18.0
2016-05-11,16.5,66.1,0.21,0.0,1.0
2016-05-12,18.1,60.5,0.2,0.0,0.0
2016-05-13,17.4,58.5,0.19,0.0,0.0
2016-05-14,19.3,45.9,0.18,0.0,0.0
2016-05-15,19.6,60.4,0.26,0.0,14.0
2016-05-16,14.8,55.8,0.25,0.0,5.0
2016-05-17,16.9,53.9,0.17,0.0,0.0
2016-05-18,20.0,51.9,0.12,0.0,0.0
2016-05-19,21.6,43.8,0.08,0.0,0.0
2016-05-20,20.8,38.0,0.07,0.0,0.0
2016-05-21,20.6,37.5,0.06,0.0,0.0
2016-05-22,21.2,40.3,0.06,0.0,0.0
2016-05-23,21.8,40.7,0.06,0.0,0.0
2016-05-24,18.0,74.0,0.1,0.0,20.0
2016-05-25,18.6,70.2,0.22,0.0,0.0
2016-05-26,19.6,71.2,0.18,0.0,0.0
2016-05-27,21.1,58.8,0.11,0.0,0.0
2016-05-28,21.3,54.8,0.09,0.0,0.0
2016-05-29,20.2,60.7,0.06,0.0,0.0
2016-05-30,20.9,55.8,0.05,0.0,0.0
2016-05-31,21.6,57.0,0.04,0.0,0.0
2016-06-01,22.3,48.4,0.03,0.0,0.0
2016-06-02,21.1,44.2,0.03,0.0,0.0
2016-06-03,21.4,51.6,0.03,0.0,0.0
2016-06-04,19.9,59.6,0.02,0.0,0.0
2016-06-05,22.6,51.6,0.02,0.0,0.0
2016-06-06,19.8,62.6,0.0,0.0,0.0
2016-06-07,21.9,63.5,-0.02,0.0,0.0
2016-06-08,21.9,60.5,-0.03,0.0,0.0
2016-06-09,22.9,58.7,-0.01,0.0,0.0
2016-06-10,25.0,59.1,0.01,0.0,0.0
2016-06-11,25.0,63.9,0.0,0.0,1.0
2016-06-12,24.3,74.5,-0.01,0.0,3.0
2016-06-13,24.5,62.8,0.01,0.0,0.0
2016-06-14,24.3,62.5,0.02,0.0,0.0
2016-06-15,22.1,74.9,0.06,0.0,11.0
2016-06-16,21.9,70.5,0.19,0.0,0.0
2016-06-17,23.4,59.0,0.07,0.0,0.0
2016-06-18,25.0,58.6,0.04,0.0,0.0
2016-06-19,24.6,58.8,0.01,0.0,0.0
2016-06-20,24.7,60.3,0.0,0.0,0.0
2016-06-21,25.5,58.4,0.03,0.0,0.0
2016-06-22,26.2,59.3,0.05,0.0,0.0
2016-06-23,26.3,58.4,0.04,0.0,0.0
2016-06-24,22.1,82.4,0.1,0.0,23.0
2016-06-25,22.8,57.4,0.3,0.0,0.0
2016-06-26,23.0,59.4,0.17,0.0,0.0
2016-06-27,22.6,61.7,0.12,0.0,0.0
2016-06-28,23.5,61.6,0.05,0.0,0.0
2016-06-29,24.1,59.2,0.03,0.0,0.0
2016-06-30,25.9,67.2,0.03,0.0,0.0
2016-07-01,25.0,77.3,0.09,0.0,59.0
2016-07-02,23.9,78.8,0.66,0.0,18.0
2016-07-03,23.2,76.3,0.68,0.0,1.0
2016-07-04,21.3,89.4,2.55,484.7,120.0
2016-07-05,25.8,78.4,2.91,474.2,50.0
2016-07-06,24.2,84.8,2.4,254.7,26.0
2016-07-07,24.6,81.5,1.89,115.3,1.0
2016-07-08,26.9,70.2,1.03,3.8,0.0
2016-07-09,26.8,68.2,0.79,0.5,0.0
2016-07-10,26.4,69.2,0.6,0.0,0.0
2016-07-11,27.2,68.3,0.52,0.0,0.0
2016-07-12,24.6,81.7,0.46,0.0,10.0
2016-07-13,25.7,71.5,0.4,0.0,0.0
2016-07-14,24.6,70.6,0.33,0.0,7.0
2016-07-15,24.8,63.3,0.27,0.0,0.0
2016-07-16,21.4,82.1,0.62,0.5,54.0
2016-07-17,22.8,79.1,0.82,0.4,0.0
2016-07-18,23.3,74.9,0.6,0.0,1.0
2016-07-19,25.6,70.7,0.5,0.0,0.0
2016-07-20,26.0,68.3,0.37,0.0,0.0
2016-07-21,25.8,66.4,0.35,0.0,0.0
2016-07-22,27.4,61.3,0.32,0.0,0.0
2016-07-23,28.4,62.5,0.21,0.0,0.0
2016-07-24,28.6,70.1,0.17,0.0,0.0
2016-07-25,28.0,77.3,0.16,0.0,0.0
2016-07-26,28.0,68.4,0.13,0.0,0.0
2016-07-27,27.0,76.3,0.1,0.0,1.0
2016-07-28,28.4,69.4,0.11,0.0,6.0
2016-07-29,25.3,84.5,0.12,0.0,10.0
2016-07-30,26.3,86.6,0.27,0.0,2.0
2016-07-31,27.8,77.1,0.36,0.0,0.0
2016-08-01,27.3,75.8,0.23,0.0,0.0
2016-08-02,26.6,78.4,0.18,0.0,30.0
2016-08-03,27.3,73.9,0.29,0.0,0.0
2016-08-04,28.4,69.6,0.18,0.0,0.0
2016-08-05,29.1,67.2,0.16,0.0,0.0
2016-08-06,29.3,68.1,0.14,0.0,0.0
2016-08-07,29.3,69.6,0.13,0.0,0.0
2016-08-08,29.2,64.9,0.1,0.0,0.0
2016-08-09,28.9,67.0,0.08,0.0,0.0
2016-08-10,28.7,69.8,0.07,0.0,0.0
2016-08-11,28.8,68.5,0.07,0.0,0.0
2016-08-12,29.1,68.8,0.06,0.0,0.0
2016-08-13,28.7,68.8,0.06,0.0,0.0
2016-08-14,27.9,76.5,0.06,0.0,0.0
2016-08-15,28.6,69.8,0.06,0.0,0.0
2016-08-16,29.1,66.1,0.05,0.0,0.0
2016-08-17,28.3,63.3,0.03,0.0,0.0
2016-08-18,29.0,62.1,0.01,0.0,0.0
2016-08-19,29.3,60.1,0.02,0.0,0.0
2016-08-20,29.6,52.4,0.01,0.0,0.0
2016-08-21,28.3,57.0,0.0,0.0,0.0
2016-08-22,28.4,60.3,-0.03,0.0,0.0
2016-08-23,29.0,55.1,-0.03,0.0,0.0
2016-08-24,28.0,48.5,-0.03,0.0,0.0
2016-08-25,27.2,57.9,0.03,0.0,0.0
2016-08-26,20.2,72.3,0.01,0.0,11.0
2016-08-27,21.5,56.9,0.06,0.0,0.0
2016-08-28,19.7,75.0,0.02,0.0,4.0
2016-08-29,19.2,72.4,0.0,0.0,1.0
2016-08-30,19.2,72.5,0.0,0.0,0.0
2016-08-31,18.5,79.6,0.04,0.0,22.0
2016-09-01,24.0,67.6,0.15,0.0,0.0
2016-09-02,22.0,75.6,0.13,0.0,1.0
2016-09-03,23.3,76.3,0.14,0.0,0.0
2016-09-04,25.0,79.1,0.11,0.0,6.0
2016-09-05,24.9,82.4,0.14,0.0,3.0
2016-09-06,23.1,78.7,0.11,0.0,0.0
2016-09-07,22.8,77.7,0.08,0.0,0.0
2016-09-08,22.1,78.4,0.06,0.0,0.0
2016-09-09,22.5,75.2,0.06,0.0,0.0
2016-09-10,23.3,72.0,0.05,0.0,0.0
2016-09-11,23.7,68.9,0.02,0.0,0.0
2016-09-12,23.2,70.5,0.0,0.0,0.0
2016-09-13,22.8,70.4,0.02,0.0,0.0
2016-09-14,23.1,72.8,0.04,0.0,7.0
2016-09-15,22.2,75.5,0.04,0.0,0.0
2016-09-16,22.1,75.7,0.01,0.0,1.0
2016-09-17,20.0,93.0,0.11,0.0,27.0
2016-09-18,20.8,72.8,0.44,0.0,0.0
2016-09-19,19.9,61.3,0.43,0.0,0.0
2016-09-20,18.7,51.7,0.32,0.0,0.0
2016-09-21,17.0,67.9,0.22,0.0,0.0
2016-09-22,19.8,61.1,0.11,0.0,0.0
2016-09-23,19.3,71.3,0.1,0.0,0.0
2016-09-24,20.2,71.8,0.1,0.0,0.0
2016-09-25,20.0,78.9,0.02,0.0,0.0
2016-09-26,20.7,78.3,0.02,0.0,0.0
2016-09-27,20.9,92.0,0.11,0.0,6.0
2016-09-28,21.3,80.0,0.15,0.0,0.0
2016-09-29,19.2,67.0,0.08,0.0,0.0
2016-09-30,17.9,79.3,0.06,0.0,0.0
2016-10-01,18.7,80.3,0.23,0.0,0.0
2016-10-02,20.7,74.5,0.26,0.0,0.0
2016-10-03,23.0,83.3,0.15,0.0,23.0
2016-10-04,22.1,69.0,0.09,0.0,0.0
2016-10-05,18.7,82.8,0.06,0.0,13.0
2016-10-06,18.0,75.5,0.15,0.0,0.0
2016-10-07,17.7,78.7,0.11,0.0,10.0
2016-10-08,17.1,74.2,0.34,0.0,15.0
2016-10-09,11.1,58.5,0.45,0.0,0.0
2016-10-10,12.0,74.8,0.36,0.0,0.0
2016-10-11,13.1,79.8,0.33,0.0,0.0
2016-10-12,13.6,72.9,0.31,0.0,0.0
2016-10-13,12.9,70.5,0.26,0.0,0.0
2016-10-14,13.1,75.0,0.2,0.0,0.0
2016-10-15,15.1,78.8,0.16,0.0,0.0
2016-10-16,16.0,86.2,0.04,0.0,0.0
2016-10-17,16.7,83.7,0.02,0.0,2.0
2016-10-18,16.3,83.0,0.08,0.0,0.0
2016-10-19,16.0,81.2,0.09,0.0,0.0
2016-10-20,15.5,78.2,0.09,0.0,0.0
2016-10-21,16.8,62.0,0.09,0.0,0.0
2016-10-22,17.0,65.9,0.08,0.0,0.0
2016-10-23,13.6,68.0,0.08,0.0,4.0
2016-10-24,12.9,67.7,0.07,0.0,0.0
2016-10-25,13.3,89.3,0.15,0.0,27.0
2016-10-26,12.8,87.8,0.2,0.0,0.0
2016-10-27,14.4,74.9,0.12,0.0,0.0
2016-10-28,13.0,85.3,0.11,0.0,3.0
2016-10-29,8.7,75.9,0.11,0.0,0.0
2016-10-30,5.2,60.9,0.09,0.0,0.0
2016-10-31,6.2,71.0,0.08,0.0,0.0
2016-11-01,2.0,53.0,0.07,0.0,0.0
2016-11-02,2.4,61.5,0.07,0.0,0.0
2016-11-03,6.5,77.8,0.04,0.0,0.0
2016-11-04,9.0,72.8,0.05,0.0,0.0
2016-11-05,12.9,75.1,0.06,0.0,0.0
2016-11-06,12.9,66.1,0.06,0.0,0.0
2016-11-07,14.1,62.8,0.05,0.0,2.0
2016-11-08,6.9,64.7,0.07,0.0,2.0
2016-11-09,1.6,62.0,0.07,0.0,0.0
2016-11-10,5.5,76.3,0.06,0.0,6.0
2016-11-11,7.9,73.8,0.08,0.0,0.0
2016-11-12,7.5,71.3,0.08,0.0,0.0
2016-11-13,11.5,72.8,0.07,0.0,0.0
2016-11-14,13.8,77.1,0.07,0.0,0.0
2016-11-15,8.2,52.3,0.06,0.0,0.0
2016-11-16,3.3,62.6,0.05,0.0,0.0
2016-11-17,4.8,67.8,0.05,0.0,0.0
2016-11-18,7.2,79.7,0.05,0.0,7.0
2016-11-19,11.4,93.9,0.06,0.0,1.0
2016-11-20,10.7,75.2,0.07,0.0,0.0
2016-11-21,6.9,84.8,0.06,0.0,0.0
2016-11-22,4.5,65.6,0.05,0.0,1.0
2016-11-23,0.6,44.0,0.05,0.0,0.0
2016-11-24,-2.3,45.9,0.05,0.0,0.0
2016-11-25,-1.9,61.9,0.05,0.0,0.0
2016-11-26,-1.3,80.8,0.05,0.0,0.0
2016-11-27,3.2,80.7,0.05,0.0,0.0
2016-11-28,2.0,68.1,0.04,0.0,0.0
2016-11-29,-0.5,60.8,0.04,0.0,0.0
2016-11-30,4.5,71.3,0.04,0.0,1.0
2016-12-01,5.1,59.1,0.04,0.0,0.0
2016-12-02,-0.8,57.4,0.04,0.0,0.0
2016-12-03,0.4,67.0,0.04,0.0,0.0
2016-12-04,1.6,73.5,0.04,0.0,0.0
2016-12-05,6.6,68.1,0.02,0.0,0.0
2016-12-06,-0.6,48.2,0.02,0.0,0.0
2016-12-07,-1.4,73.3,0.04,0.0,0.0
2016-12-08,1.3,82.9,0.02,0.0,0.0
2016-12-09,3.1,69.8,0.03,0.0,3.0
2016-12-10,-2.5,63.4,0.04,0.0,0.0
2016-12-11,-3.3,65.6,0.01,0.0,0.0
2016-12-12,0.7,64.6,0.02,0.0,0.0
2016-12-13,2.6,70.6,0.03,0.0,0.0
2016-12-14,0.1,79.9,0.03,0.0,0.0
2016-12-15,-2.4,50.2,0.03,0.0,0.0
2016-12-16,-5.1,50.3,0.03,0.0,0.0
2016-12-17,2.3,59.0,0.03,0.0,0.0
2016-12-18,1.8,76.9,0.01,0.0,0.0
2016-12-19,5.3,79.9,-0.02,0.0,0.0
2016-12-20,5.8,79.5,0.01,0.0,0.0
2016-12-21,6.6,82.1,0.03,0.0,15.0
2016-12-22,8.6,80.4,0.23,0.0,14.0
2016-12-23,-0.1,74.3,0.31,0.0,2.0
2016-12-24,-1.6,67.0,0.24,0.0,0.0
2016-12-25,-0.4,80.5,0.22,0.0,0.0
2016-12-26,2.3,89.2,0.18,0.0,6.0
2016-12-27,-0.2,71.3,0.15,0.0,2.0
2016-12-28,-4.2,66.8,0.14,0.0,0.0
2016-12-29,-3.7,56.5,0.16,0.0,0.0
2016-12-30,-4.6,62.4,0.19,0.0,0.0
2016-12-31,-1.8,77.0,0.21,0.0,0.0
2017-01-01,1.1,84.0,0.17,0.0,0.0
2017-01-02,3.3,80.7,0.03,0.0,0.0
2017-01-03,1.3,70.0,0.04,0.0,0.0
2017-01-04,2.2,72.4,0.06,0.0,0.0
2017-01-05,3.3,67.5,0.07,0.0,0.0
2017-01-06,4.7,61.3,0.07,0.0,0.0
2017-01-07,1.8,77.2,0.07,0.0,0.0
2017-01-08,6.5,64.7,0.07,0.0,0.0
2017-01-09,3.4,63.7,0.07,0.0,0.0
2017-01-10,-1.8,52.1,0.07,0.0,0.0
2017-01-11,-4.3,48.2,0.12,0.0,0.0
2017-01-12,-1.2,64.3,0.12,0.0,1.0
2017-01-13,-5.3,51.6,0.12,0.0,0.0
2017-01-14,-7.6,37.9,0.06,0.0,0.0
2017-01-15,-8.9,49.3,0.02,0.0,0.0
2017-01-16,-6.9,60.8,0.01,0.0,0.0
2017-01-17,-5.1,62.5,0.01,0.0,0.0
2017-01-18,-2.2,68.2,0.03,0.0,0.0
2017-01-19,-0.5,70.3,0.01,0.0,0.0
2017-01-20,-3.9,72.7,0.03,0.0,0.0
2017-01-21,-5.3,73.1,0.03,0.0,0.0
2017-01-22,-6.3,54.8,0.04,0.0,1.0
2017-01-23,-9.8,57.5,0.0,0.0,0.0
2017-01-24,-9.0,58.6,0.02,0.0,0.0
2017-01-25,-7.7,59.8,0.03,0.0,0.0
2017-01-26,-5.1,59.3,0.03,0.0,0.0
2017-01-27,-0.4,52.0,0.03,0.0,1.0
2017-01-28,-2.8,59.7,0.03,0.0,0.0
2017-01-29,0.8,77.3,0.0,0.0,6.0
2017-01-30,-3.1,74.0,-0.01,0.0,2.0
2017-01-31,-6.8,66.3,-0.01,0.0,0.0
2017-02-01,-3.9,55.1,0.02,0.0,0.0
2017-02-02,-3.9,53.7,0.02,0.0,0.0
2017-02-03,1.0,63.6,0.03,0.0,0.0
2017-02-04,0.3,68.8,0.02,0.0,0.0
2017-02-05,2.1,71.8,0.03,0.0,0.0
2017-02-06,-1.0,55.9,0.0,0.0,0.0
2017-02-07,-2.6,67.1,0.01,0.0,0.0
2017-02-08,-1.3,57.3,0.02,0.0,0.0
2017-02-09,-3.8,49.9,0.02,0.0,0.0
2017-02-10,-5.7,44.1,0.02,0.0,0.0
2017-02-11,-5.6,52.4,0.02,0.0,0.0
2017-02-12,-3.4,57.6,0.01,0.0,0.0
2017-02-13,-1.5,66.5,0.0,0.0,0.0
2017-02-14,0.2,66.5,0.01,0.0,0.0
2017-02-15,-0.2,53.2,0.02,0.0,0.0
2017-02-16,4.2,59.3,0.02,0.0,0.0
2017-02-17,4.5,63.8,0.02,0.0,3.0
2017-02-18,-1.9,45.8,0.03,0.0,0.0
2017-02-19,1.9,59.3,0.0,0.0,4.0
2017-02-20,1.7,62.9,-0.01,0.0,9.0
2017-02-21,-0.9,54.7,0.17,0.0,0.0
2017-02-22,2.0,78.6,0.21,0.0,15.0
2017-02-23,0.5,58.8,0.34,0.0,0.0
2017-02-24,-1.2,53.2,0.34,0.0,0.0
2017-02-25,2.1,55.0,0.24,0.0,0.0
2017-02-26,2.5,58.1,0.2,0.0,0.0
2017-02-27,2.3,58.1,0.19,0.0,0.0
2017-02-28,3.2,53.6,0.26,0.0,0.0
2017-03-01,5.0,55.9,0.21,0.0,0.0
2017-03-02,1.9,72.5,0.08,0.0,1.0
2017-03-03,1.7,58.9,0.12,0.0,0.0
2017-03-04,3.4,55.3,0.11,0.0,0.0
2017-03-05,5.1,56.3,0.06,0.0,0.0
2017-03-06,2.0,46.2,0.07,0.0,2.0
2017-03-07,-0.6,41.5,0.06,0.0,0.0
2017-03-08,-0.1,50.8,0.06,0.0,0.0
2017-03-09,3.6,46.5,0.06,0.0,0.0
2017-03-10,3.7,44.1,0.06,0.0,0.0
2017-03-11,5.1,41.7,0.05,0.0,0.0
2017-03-12,7.4,45.8,0.05,0.0,0.0
2017-03-13,7.4,52.5,0.05,0.0,0.0
2017-03-14,4.5,54.8,0.09,0.0,0.0
2017-03-15,3.8,56.0,0.09,0.0,0.0
2017-03-16,4.8,45.8,0.09,0.0,0.0
2017-03-17,5.8,42.2,0.09,0.0,0.0
2017-03-18,8.4,35.7,0.09,0.0,0.0
2017-03-19,7.8,37.7,0.03,0.0,0.0
2017-03-20,8.8,42.5,0.03,0.0,0.0
2017-03-21,7.5,52.3,0.05,0.0,0.0
2017-03-22,6.3,44.3,0.05,0.0,0.0
2017-03-23,7.8,40.1,0.09,0.0,0.0
2017-03-24,7.4,47.9,0.08,0.0,0.0
2017-03-25,5.4,74.2,0.09,0.0,9.0
2017-03-26,6.0,70.7,0.05,0.0,1.0
2017-03-27,4.7,71.9,0.04,0.0,2.0
2017-03-28,5.9,67.5,0.06,0.0,0.0
2017-03-29,8.4,47.8,0.06,0.0,0.0
2017-03-30,9.4,49.4,0.05,0.0,0.0
2017-03-31,9.1,65.3,0.04,0.0,7.0
2017-04-01,6.9,75.7,0.06,0.0,2.0
2017-04-02,7.7,61.3,0.07,0.0,0.0
2017-04-03,10.168415537321147,45.76811753385728,0.06,0.0,0.0
2017-04-04,12.3,42.5,0.1,0.0,0.0
2017-04-05,13.1,58.2,0.1,0.0,6.0
2017-04-06,13.9,79.2,0.16,0.0,19.0
2017-04-07,15.6,59.3,0.24,0.0,0.0
2017-04-08,16.2,57.2,0.31,0.0,0.0
2017-04-09,12.7,58.8,0.31,0.0,0.0
2017-04-10,14.6,23.1,0.23,0.0,0.0
2017-04-11,12.0,58.8,0.17,0.0,12.0
2017-04-12,10.7,31.9,0.18,0.0,0.0
2017-04-13,12.1,46.0,0.19,0.0,0.0
2017-04-14,14.1,47.2,0.18,0.0,1.0
2017-04-15,16.5,54.6,0.18,0.0,0.0
2017-04-16,17.8,49.1,0.17,0.0,0.0
2017-04-17,12.8,74.2,0.18,0.0,18.0
2017-04-18,12.4,74.1,0.3,0.0,7.0
2017-04-19,11.9,48.4,0.31,5.8,0.0
2017-04-20,12.3,48.3,0.28,15.0,0.0
2017-04-21,12.6,54.6,0.25,13.4,0.0
2017-04-22,13.3,51.2,0.22,11.5,0.0
2017-04-23,14.0,44.8,0.17,8.9,0.0
2017-04-24,14.3,42.6,0.14,7.4,0.0
2017-04-25,15.9,51.2,0.12,6.6,0.0
2017-04-26,15.7,38.0,0.11,6.2,0.0
2017-04-27,11.9,40.7,0.08,5.3,0.0
2017-04-28,14.9,41.2,0.06,4.7,0.0
2017-04-29,16.4,44.3,0.05,4.4,0.0
2017-04-30,20.0,45.3,0.01,3.3,0.0
2017-05-01,19.7,44.9,0.01,3.3,0.0
2017-05-02,19.1,36.8,0.01,3.3,0.0
2017-05-03,19.5,43.2,0.1,6.2,0.0
2017-05-04,19.8,49.4,0.02,3.5,0.0
2017-05-05,21.7,47.6,0.1,6.0,0.0
2017-05-06,16.3,32.8,0.01,3.3,0.0
2017-05-07,15.3,42.6,0.01,3.2,0.0
2017-05-08,16.4,48.3,-0.01,2.8,0.0
2017-05-09,16.4,63.8,-0.03,2.5,2.0
2017-05-10,15.5,80.4,-0.01,2.8,3.0
2017-05-11,16.9,75.9,0.06,4.9,0.0
2017-05-12,18.2,77.7,0.02,3.5,5.0
2017-05-13,17.3,73.5,0.01,3.3,7.0
2017-05-14,15.2,52.3,0.02,3.5,0.0
2017-05-15,15.5,54.3,0.01,3.4,0.0
2017-05-16,16.9,57.0,-0.01,2.8,0.0
2017-05-17,18.1,54.8,0.0,3.1,0.0
2017-05-18,19.2,54.0,0.01,3.2,0.0
2017-05-19,20.7,45.3,-0.01,2.9,0.0
2017-05-20,19.7,44.4,-0.02,2.8,0.0
2017-05-21,20.2,47.1,-0.03,2.5,0.0
2017-05-22,20.8,48.7,-0.07,1.9,0.0
2017-05-23,20.2,55.5,-0.1,1.4,0.0
2017-05-24,20.3,69.0,-0.1,1.5,8.0
2017-05-25,19.4,55.3,-0.09,1.6,0.0
2017-05-26,15.5,49.5,-0.07,1.8,0.0
2017-05-27,17.8,50.7,-0.06,1.9,0.0
2017-05-28,20.6,51.3,-0.08,1.7,0.0
2017-05-29,23.2,55.0,-0.1,1.4,0.0
2017-05-30,23.1,51.0,-0.12,1.2,0.0
2017-05-31,22.1,54.3,-0.13,1.1,0.0
2017-06-01,21.7,60.3,-0.12,1.2,5.0
2017-06-02,19.8,45.4,-0.13,1.1,0.0
2017-06-03,19.8,40.4,-0.14,1.0,0.0
2017-06-04,19.6,43.5,-0.14,1.0,0.0
2017-06-05,21.4,39.4,-0.14,1.0,0.0
2017-06-06,18.5,53.3,-0.16,0.9,3.0
2017-06-07,18.2,86.0,-0.16,0.9,4.0
2017-06-08,19.7,64.3,-0.13,1.1,0.0
2017-06-09,21.1,60.5,-0.12,1.2,0.0
2017-06-10,21.5,55.8,-0.12,1.2,1.0
2017-06-11,21.1,43.0,-0.12,1.2,0.0
2017-06-12,21.2,40.3,-0.12,1.2,0.0
2017-06-13,19.0,67.4,-0.14,1.0,4.0
2017-06-14,20.3,64.9,-0.15,0.9,0.0
2017-06-15,22.2,54.4,-0.15,0.9,0.0
2017-06-16,24.8,51.0,-0.15,0.9,0.0
2017-06-17,24.5,47.5,-0.16,0.9,0.0
2017-06-18,24.4,44.0,-0.16,0.8,0.0
2017-06-19,24.7,46.0,-0.16,0.8,0.0
2017-06-20,24.4,45.5,-0.16,0.8,0.0
2017-06-21,24.8,48.5,-0.16,0.8,0.0
2017-06-22,24.8,53.4,-0.16,0.8,0.0
2017-06-23,26.5,48.5,-0.16,0.8,0.0
2017-06-24,24.2,65.3,-0.17,0.8,0.0
2017-06-25,22.8,72.2,-0.17,0.8,3.0
2017-06-26,24.3,62.8,-0.17,0.8,0.0
2017-06-27,24.4,65.7,-0.17,0.8,0.0
2017-06-28,24.6,72.4,-0.17,0.8,2.0
2017-06-29,25.1,71.4,-0.14,1.0,3.0
2017-06-30,26.1,63.5,-0.06,2.2,0.0
2017-07-01,24.1,75.8,0.03,3.8,1.0
2017-07-02,26.1,79.5,0.17,9.1,20.0
2017-07-03,25.0,85.5,1.29,239.2,29.0
2017-07-04,26.4,75.8,2.21,586.5,36.0
2017-07-05,27.2,65.7,1.18,202.2,0.0
2017-07-06,26.9,70.7,0.63,58.6,0.0
2017-07-07,26.4,76.7,0.52,40.7,0.0
2017-07-08,25.4,85.1,0.63,71.9,34.0
2017-07-09,27.0,80.7,1.16,196.7,28.0
2017-07-10,25.6,90.8,1.29,231.3,55.0
2017-07-11,26.6,77.8,1.83,395.9,22.0
2017-07-12,27.6,71.4,1.09,181.3,0.0
2017-07-13,26.6,73.6,0.74,87.4,0.0
2017-07-14,25.7,79.9,0.5,37.4,23.0
2017-07-15,25.3,81.0,0.91,130.6,6.0
2017-07-16,24.1,91.4,4.13,369.0,68.0
2017-07-17,25.7,83.8,1.97,468.2,2.0
2017-07-18,25.2,84.9,1.21,209.4,2.0
2017-07-19,27.1,76.8,0.8,100.2,0.0
2017-07-20,28.2,74.7,0.68,69.2,0.0
2017-07-21,28.9,75.3,0.49,35.6,1.0
2017-07-22,28.2,81.0,0.36,21.1,6.0
2017-07-23,26.5,87.3,0.37,24.3,12.0
2017-07-24,26.3,92.7,1.09,196.6,27.0
2017-07-25,28.0,77.1,2.54,714.6,0.0
2017-07-26,26.9,59.3,1.25,219.7,0.0
2017-07-27,25.9,59.5,0.79,97.4,0.0
2017-07-28,25.0,83.8,0.67,66.8,12.0
2017-07-29,24.7,83.2,2.19,570.4,24.0
2017-07-30,27.1,69.4,1.11,186.6,0.0
2017-07-31,24.1,90.0,1.58,367.0,60.0
2017-08-01,26.4,79.8,1.69,356.8,2.0
2017-08-02,28.2,75.1,0.96,147.1,0.0
2017-08-03,27.7,64.0,0.73,83.3,0.0
2017-08-04,28.8,66.7,0.55,44.3,0.0
2017-08-05,30.1,67.8,0.48,33.8,0.0
2017-08-06,29.5,70.6,0.31,16.7,0.0
2017-08-07,28.0,72.1,0.56,47.3,0.0
2017-08-08,26.7,68.9,0.4,25.1,0.0
2017-08-09,23.9,88.3,0.4,26.5,18.0
2017-08-10,24.4,94.0,1.27,223.1,13.0
2017-08-11,26.5,72.8,0.92,132.2,0.0
2017-08-12,26.0,65.6,0.65,62.8,0.0
2017-08-13,24.9,68.3,0.55,44.0,0.0
2017-08-14,23.3,78.4,0.48,33.9,7.0
2017-08-15,23.4,81.1,0.59,59.5,31.0
2017-08-16,24.8,75.6,1.43,270.1,0.0
2017-08-17,24.8,76.9,1.25,220.3,12.0
2017-08-18,25.4,77.8,1.22,211.8,0.0
2017-08-19,25.4,78.0,0.9,130.1,0.0
2017-08-20,25.3,75.6,0.72,77.7,11.0
2017-08-21,25.5,80.9,0.88,123.0,19.0
2017-08-22,27.1,77.7,1.22,210.8,1.0
2017-08-23,26.9,86.8,1.16,195.7,51.0
2017-09-19,19.6,80.1,0.16,8.2,6.0
2017-10-17,13.9,75.0,-0.07,1.8,0.0
2017-10-18,14.9,66.3,-0.05,2.2,0.0
2017-10-19,15.3,66.7,-0.03,2.5,0.0
2017-10-20,14.0,73.5,-0.01,2.9,0.0
2017-10-21,13.7,72.9,0.0,3.0,0.0
2017-10-22,13.6,61.2,-0.02,2.7,0.0
2017-10-23,11.3,59.9,-0.07,1.9,0.0
2017-10-24,10.4,71.3,-0.1,1.5,0.0
2017-10-25,9.8,75.3,0.05,5.2,0.0
