ymd,taavg,hmavg,wl,fw,rf
2019-03-31,3.7,60.7,0.06,4.8,0.0
2019-04-01,3.3,48.1,0.06,4.7,0.0
2019-04-02,4.8,46.9,0.14,7.3,0.0
2019-04-03,5.8,43.4,0.03,3.9,0.0
2019-04-04,7.9,39.4,0.01,3.3,0.0
2019-04-05,9.6,41.6,0.01,3.3,0.0
2019-04-06,9.0,39.5,0.01,3.3,0.0
2019-04-07,12.9,39.3,0.01,3.3,0.0
2019-04-08,11.2,34.1,0.01,3.3,0.0
2019-04-09,9.3,43.8,0.01,3.3,29.0
2019-04-10,6.8,76.0,0.02,3.4,4.0
2019-04-11,8.3,69.5,0.08,5.3,0.0
2019-04-12,10.6,48.8,0.03,3.7,0.0
2019-04-13,10.5,45.4,0.15,8.3,0.0
2019-04-14,8.4,60.7,0.21,10.5,1.0
2019-04-16,12.3,41.6,0.09,5.5,0.0
2019-04-17,14.8,41.4,0.07,4.8,0.0
2019-04-18,14.2,63.0,0.06,4.5,0.0
2019-04-19,12.0,67.8,0.03,3.7,0.0
2019-04-20,14.1,60.3,0.03,3.6,0.0
2019-04-21,16.5,68.9,0.01,3.4,0.0
2019-04-22,18.8,55.9,0.01,3.3,0.0
2019-04-23,18.7,60.9,0.01,3.3,0.0
2019-04-24,18.1,82.2,0.01,3.3,8.0
2019-04-25,14.5,77.1,0.03,3.7,7.0
2019-04-26,9.2,87.3,0.06,4.6,15.0
2019-04-27,10.6,65.4,0.11,6.1,0.0
2019-04-28,11.4,69.3,0.14,7.2,0.0
2019-04-29,11.7,76.9,0.12,6.5,0.0
2019-04-30,15.8,69.8,0.11,6.0,0.0
2019-05-01,14.9,62.5,0.09,5.4,0.0
2019-05-02,15.3,50.0,0.07,4.9,0.0
2019-05-03,16.2,47.4,0.05,4.3,0.0
2019-05-04,17.2,55.0,0.05,4.2,0.0
2019-05-05,18.0,44.5,0.03,3.8,0.0
2019-05-06,13.9,43.1,0.03,3.7,0.0
2019-05-07,13.1,45.0,0.02,3.5,0.0
2019-05-08,14.8,43.6,0.01,3.3,0.0
2019-05-09,15.9,43.9,0.01,3.3,0.0
2019-05-10,16.7,47.0,0.01,3.3,0.0
2019-05-11,19.4,56.0,0.01,3.3,0.0
2019-05-12,20.0,48.2,0.01,3.3,0.0
2019-05-13,19.3,43.8,-0.23,1.2,0.0
2019-05-14,19.2,56.3,-0.37,0.1,0.0
2019-05-15,19.6,59.5,-0.37,0.1,0.0
2019-05-16,21.3,55.6,-0.37,0.1,0.0
2019-05-17,22.2,53.7,-0.37,0.1,0.0
2019-05-18,20.0,63.5,-0.37,0.1,1.0
2019-05-19,20.9,72.2,-0.37,0.1,1.0
2019-05-20,16.7,59.9,-0.34,0.3,5.0
2019-05-21,16.0,51.4,-0.07,2.6,0.0
2019-05-22,18.1,48.2,-0.35,0.2,0.0
2019-05-23,19.5,51.0,-0.37,0.1,0.0
2019-05-24,22.6,56.1,-0.2,1.1,0.0
2019-05-25,22.6,53.7,-0.11,1.3,0.0
2019-05-26,23.1,48.1,-0.14,1.0,0.0
2019-05-27,19.0,78.1,-0.12,1.3,10.0
2019-05-28,17.0,55.8,-0.03,2.5,0.0
2019-05-29,18.5,49.4,-0.1,1.5,0.0
2019-05-30,19.2,51.9,-0.15,0.9,0.0
2019-05-31,18.7,57.3,-0.16,0.8,0.0
2019-06-01,17.8,64.8,-0.16,0.8,0.0
2019-06-02,20.7,56.6,-0.14,1.0,0.0
2019-06-03,21.4,53.6,-0.16,0.9,0.0
2019-06-04,23.3,58.0,-0.16,0.8,0.0
2019-06-05,23.1,65.4,-0.16,0.8,0.0
2019-06-06,21.9,77.2,0.03,4.7,12.0
2019-06-07,18.8,84.3,0.24,13.1,36.0
2019-06-08,21.1,69.4,0.09,5.9,0.0
2019-06-09,21.9,65.3,0.07,4.8,0.0
2019-06-10,18.8,65.1,0.09,5.7,0.0
2019-06-11,19.3,58.5,0.01,3.2,0.0
2019-06-12,20.4,66.6,-0.07,1.9,0.0
2019-06-13,22.4,65.1,-0.1,1.4,0.0
2019-06-14,20.8,70.4,-0.13,1.1,0.0
2019-06-15,20.4,73.8,-0.13,1.1,0.0
2019-06-16,20.5,68.5,-0.11,1.3,0.0
2019-06-17,22.0,63.5,-0.12,1.2,0.0
2019-06-18,20.2,80.6,-0.16,0.9,3.0
2019-06-19,21.4,81.5,-0.14,1.0,0.0
2019-06-20,22.7,70.8,-0.12,1.2,0.0
2019-06-21,23.0,66.1,-0.14,1.0,0.0
2019-06-22,23.2,51.9,-0.12,1.2,0.0
2019-06-23,21.8,58.1,-0.15,0.9,0.0
2019-06-24,23.5,60.3,-0.16,0.9,0.0
2019-06-25,24.5,56.9,-0.16,0.8,0.0
2019-06-26,22.2,74.8,-0.16,0.8,2.0
2019-06-27,23.9,81.3,-0.08,2.1,0.0
2019-06-28,24.9,80.4,-0.02,2.7,2.0
2019-06-29,22.1,85.9,-0.12,1.2,2.0
2019-06-30,23.6,79.6,-0.16,0.8,0.0
2019-07-01,24.0,68.8,-0.16,0.8,0.0
2019-07-02,23.0,65.3,-0.16,0.8,0.0
2019-07-03,23.0,68.1,-0.16,0.8,0.0
2019-07-04,24.6,63.4,-0.16,0.8,0.0
2019-07-05,26.0,53.6,-0.16,0.8,0.0
2019-07-06,26.8,52.3,-0.16,0.8,0.0
2019-07-07,24.7,54.8,-0.16,0.8,0.0
2019-07-08,23.2,58.0,-0.16,0.8,0.0
2019-07-09,23.0,60.1,-0.16,0.8,0.0
2019-07-10,21.2,72.4,-0.16,0.8,10.0
2019-07-11,21.3,90.2,-0.1,1.6,5.0
2019-07-12,22.7,77.4,-0.04,2.4,1.0
2019-07-13,23.7,75.1,-0.13,1.2,0.0
2019-07-14,24.5,76.0,-0.16,0.9,18.0
2019-07-15,23.1,87.2,-0.16,0.8,6.0
2019-07-16,24.4,78.1,-0.03,3.0,0.0
2019-07-17,25.4,72.0,-0.01,2.9,0.0
2019-07-18,25.2,76.3,0.05,5.0,1.0
2019-07-19,26.5,74.2,0.02,3.6,0.0
2019-07-20,25.8,79.8,0.11,6.4,19.0
2019-07-21,24.5,90.2,0.19,11.7,21.0
2019-07-22,26.3,82.4,0.61,54.5,0.0
2019-07-23,27.6,79.5,0.37,22.4,0.0
2019-07-24,26.4,84.1,0.22,11.4,0.0
2019-07-25,25.4,93.3,1.21,234.0,11.0
2019-07-26,25.9,92.1,1.39,257.4,11.0
2019-07-27,27.5,85.5,0.79,98.7,3.0
2019-07-28,26.0,92.1,0.68,70.0,28.0
2019-07-29,27.4,79.5,0.54,43.2,0.0
2019-07-30,28.1,76.8,0.38,23.2,0.0
2019-07-31,28.7,73.4,0.27,14.4,0.0
2019-08-01,28.3,77.1,0.18,8.9,0.0
2019-08-02,28.5,75.2,0.12,6.6,0.0
2019-08-03,28.6,78.8,0.1,5.9,0.0
2019-08-04,28.7,77.4,0.09,5.4,0.0
2019-08-05,29.9,73.5,0.08,5.0,0.0
2019-08-06,28.7,68.9,0.04,3.9,0.0
2019-08-07,25.8,88.8,0.28,17.4,40.0
2019-08-08,27.0,86.5,0.18,9.1,4.0
2019-08-09,28.2,78.2,0.16,8.0,0.0
2019-08-10,29.3,69.7,0.16,8.2,0.0
2019-08-11,29.3,62.2,0.06,4.5,0.0
2019-08-12,29.6,68.1,0.07,4.8,0.0
2019-08-13,29.8,68.5,0.02,3.6,0.0
2019-08-14,29.2,68.3,-0.01,2.8,0.0
2019-08-15,24.9,88.4,0.02,3.6,12.0
2019-08-16,25.3,84.4,0.01,3.3,4.0
2019-08-17,24.6,82.2,0.01,3.4,26.0
2019-08-18,23.6,79.6,0.01,3.3,0.0
2019-08-19,24.3,77.6,0.02,3.5,0.0
2019-08-20,25.7,70.0,-0.01,2.9,0.0
2019-08-21,25.9,73.5,-0.02,2.6,0.0
2019-08-22,25.8,78.2,-0.01,3.2,2.0
2019-08-23,24.3,69.5,0.02,3.5,0.0
2019-08-24,21.6,82.5,-0.02,2.7,0.0
2019-08-25,23.3,74.8,0.01,3.3,0.0
2019-08-26,24.1,70.8,0.01,3.3,0.0
2019-08-27,22.7,83.6,-0.06,1.9,3.0
2019-08-28,23.6,83.9,0.0,3.3,1.0
2019-08-29,21.8,86.5,0.1,5.9,4.0
2019-08-30,21.6,76.5,0.16,8.2,0.0
2019-08-31,21.8,76.4,0.08,5.2,0.0
2019-09-01,21.8,82.9,0.07,4.7,1.0
2019-09-02,22.3,82.1,0.02,3.5,0.0
2019-09-03,21.7,90.2,0.06,2.2,2.0
2019-09-04,23.0,89.0,0.14,0.0,4.0
2019-09-05,24.0,88.5,0.06,1.3,46.0
2019-09-06,25.7,82.5,0.36,22.9,0.0
2019-09-07,27.2,70.3,0.6,64.5,2.0
2019-09-08,24.3,85.0,0.09,5.6,0.0
2019-09-09,23.7,92.1,0.01,3.3,6.0
2019-09-10,26.1,80.0,0.13,7.3,1.0
2019-09-11,22.9,86.2,0.18,9.5,28.0
2019-09-12,20.6,74.5,0.07,5.1,0.0
2019-09-13,20.8,74.3,0.1,6.1,0.0
2019-09-14,21.1,81.8,0.02,3.5,0.0
2019-09-15,23.6,77.8,0.05,4.5,0.0
2019-09-16,22.9,65.8,0.01,3.3,0.0
2019-09-17,21.0,64.2,0.01,3.2,0.0
2019-09-18,20.7,65.7,0.01,3.3,0.0
2019-09-19,17.9,73.4,-0.02,2.7,0.0
2019-09-20,18.7,71.0,-0.01,2.8,0.0
2019-09-21,16.9,86.6,0.09,5.8,29.0
2019-09-22,16.7,84.5,0.45,40.1,39.0
2019-09-23,16.0,83.9,1.2,205.8,0.0
2019-09-24,16.3,84.3,0.59,51.5,0.0
2019-09-25,16.9,86.8,0.46,31.1,0.0
2019-09-26,19.4,79.3,0.3,16.4,0.0
2019-09-27,19.3,77.6,0.28,14.5,0.0
2019-09-28,21.7,82.3,0.26,13.2,0.0
2019-09-29,20.4,81.8,0.24,12.3,0.0
2019-09-30,19.4,82.3,0.23,11.6,0.0
2019-10-01,21.0,86.3,0.22,11.1,0.0
2019-10-02,20.9,91.0,0.24,6.0,33.0
2019-10-03,20.4,86.9,1.68,115.3,17.0
2019-10-04,20.4,85.8,0.89,2.1,0.0
2019-10-05,19.1,78.3,0.56,0.0,0.0
2019-10-06,17.0,63.4,0.5,0.0,0.0
2019-10-07,14.7,88.9,0.46,0.0,4.0
2019-10-08,14.1,77.2,0.33,0.0,1.0
2019-10-09,10.5,73.7,0.29,0.0,0.0
2019-10-10,11.4,85.7,0.27,0.0,0.0
2019-10-11,16.4,72.2,0.26,0.0,0.0
2019-10-12,17.2,62.0,0.2,0.0,0.0
2019-10-13,14.1,74.8,0.12,0.0,0.0
2019-10-14,13.2,79.1,0.11,2.8,0.0
2019-10-15,12.6,76.5,0.1,5.6,0.0
2019-10-16,11.1,82.2,0.04,4.0,0.0
2019-10-17,12.5,80.9,0.03,3.8,0.0
2019-10-18,13.8,80.2,0.03,3.7,0.0
2019-10-19,14.7,77.5,0.01,3.3,0.0
2019-10-20,13.0,82.3,-0.04,2.4,0.0
2019-10-21,13.5,81.6,-0.07,1.9,65.0
2019-10-22,14.2,77.8,-0.08,1.8,0.0
2019-10-23,14.4,79.4,-0.01,2.9,0.0
2019-10-24,17.3,60.4,-0.07,1.9,0.0
2019-10-25,15.6,72.7,-0.06,2.0,0.0
2019-10-26,10.9,68.2,-0.05,2.3,0.0
2019-10-27,7.6,77.7,-0.01,2.9,0.0
2019-10-28,8.9,76.8,-0.09,1.5,0.0
2019-10-29,11.6,75.7,-0.13,1.2,0.0
2019-10-30,8.0,78.7,-0.1,1.5,0.0
2019-10-31,10.1,83.8,-0.06,2.0,0.0
2019-11-01,13.0,80.0,-0.13,1.2,0.0
2019-11-02,11.6,83.1,-0.13,1.1,0.0
2019-11-03,13.1,78.9,-0.15,1.0,0.0
2019-11-04,10.8,77.4,-0.16,0.8,0.0
2019-11-05,8.7,83.0,-0.16,0.9,0.0
2019-11-06,8.2,80.3,-0.1,1.5,0.0
2019-11-07,8.3,69.7,-0.03,2.5,0.0
2019-11-08,4.0,67.5,-0.12,1.3,0.0
2019-11-09,4.8,67.3,-0.12,1.2,0.0
2019-11-10,7.2,72.9,-0.14,1.0,8.0
2019-11-11,9.7,85.7,0.12,8.0,2.0
2019-11-12,6.3,89.1,0.05,4.4,0.0
2019-11-13,6.0,89.6,0.01,3.2,5.0
2019-11-14,1.4,41.5,-0.01,2.9,0.0
2019-11-15,3.6,84.0,-0.08,1.7,9.0
2019-11-16,8.2,92.5,-0.04,2.2,4.0
2019-11-17,8.5,95.2,0.09,8.3,35.0
2019-11-18,6.9,67.2,1.04,167.8,17.0
2019-11-19,1.5,58.9,0.76,87.8,0.0
2019-11-20,-0.8,65.8,0.52,38.8,0.0
2019-11-21,0.9,70.9,0.34,19.6,0.0
2019-11-22,6.5,71.5,0.3,15.8,0.0
2019-11-23,7.6,82.6,0.24,12.5,0.0
2019-11-24,11.1,79.3,0.26,13.3,2.0
2019-11-25,3.5,77.2,0.17,8.7,0.0
2019-11-26,4.6,79.9,0.06,4.8,0.0
2019-11-27,4.8,66.5,0.07,5.1,0.0
2019-11-28,2.9,74.9,0.02,3.5,0.0
2019-11-29,0.7,74.5,0.01,3.3,0.0
2019-11-30,2.8,67.9,0.05,4.4,0.0
2019-12-01,4.8,83.0,0.08,5.3,5.0
2019-12-02,1.8,58.7,0.14,7.9,0.0
2019-12-03,-0.9,78.5,0.01,3.2,0.0
2019-12-04,2.8,75.1,0.03,3.9,2.0
2019-12-05,-2.2,48.2,0.03,3.9,0.0
2019-12-06,-7.1,58.5,0.03,3.8,0.0
2019-12-07,-4.3,74.2,0.02,3.5,0.0
2019-12-08,-3.0,81.3,-0.03,2.5,0.0
2019-12-09,-1.4,81.2,-0.06,2.0,0.0
2019-12-10,3.1,86.5,0.05,4.6,0.0
2019-12-11,3.5,79.3,0.02,3.4,0.0
2019-12-12,-1.0,55.7,0.05,4.8,0.0
2019-12-13,-2.1,66.2,0.08,5.2,0.0
2019-12-14,1.9,70.2,0.0,3.2,0.0
2019-12-15,1.9,76.3,-0.05,2.1,0.0
2019-12-16,4.4,78.9,-0.09,1.6,0.0
2019-12-17,5.5,93.3,0.09,6.4,2.0
2019-12-18,2.4,80.2,0.02,3.5,0.0
2019-12-19,-1.0,69.0,0.0,3.0,0.0
2019-12-20,-1.3,65.8,-0.06,2.1,0.0
2019-12-21,-2.8,77.0,0.0,3.0,0.0
2019-12-22,1.0,79.2,-0.07,1.8,0.0
2019-12-23,2.5,84.8,-0.11,1.3,0.0
2019-12-24,-1.5,91.0,-0.07,2.0,0.0
2019-12-25,-1.0,80.4,0.02,3.5,0.0
2019-12-26,0.1,85.9,-0.05,2.1,3.0
2019-12-27,-3.0,67.1,-0.01,3.0,0.0
2019-12-28,-3.1,74.3,0.01,3.3,0.0
2019-12-29,0.3,83.6,-0.05,2.1,6.0
2019-12-30,3.3,89.6,-0.09,1.6,3.0
2019-12-31,-6.4,52.6,0.06,5.0,0.0
2020-01-01,-4.1,66.8,0.0,3.1,0.0
2020-01-02,-0.1,80.9,-0.04,2.3,0.0
2020-01-03,0.0,70.5,-0.03,2.6,0.0
2020-01-04,-1.8,76.9,0.01,3.3,0.0
2020-01-05,-1.8,72.7,-0.02,2.9,0.0
2020-01-06,1.8,81.6,0.17,8.8,4.0
2020-01-07,8.0,95.9,0.35,24.9,47.0
2020-01-08,4.4,88.8,0.99,155.9,4.0
2020-01-09,-0.1,71.5,0.93,131.2,0.0
2020-01-10,-1.9,83.1,0.58,49.0,0.0
2020-01-11,-1.5,80.2,0.51,38.6,0.0
2020-01-12,-0.2,70.1,0.44,29.8,0.0
2020-01-13,-1.5,62.9,0.31,17.1,0.0
2020-01-14,-3.3,65.2,0.29,15.6,0.0
2020-01-15,-3.5,64.8,0.27,14.4,0.0
2020-01-16,-3.4,67.0,0.26,13.6,0.0
2020-01-17,-2.7,68.1,0.25,13.0,0.0
2020-01-18,-1.4,64.1,0.07,5.2,0.0
2020-01-19,-0.4,74.3,0.01,3.4,0.0
2020-01-20,1.1,65.1,0.01,3.1,0.0
2020-01-21,-2.2,53.7,0.06,4.9,0.0
2020-01-22,0.6,63.4,0.18,9.2,0.0
2020-01-23,3.6,63.9,0.08,5.6,0.0
2020-01-24,1.4,75.3,0.05,4.2,0.0
2020-01-25,2.4,80.6,0.07,4.8,0.0
2020-01-26,4.3,70.5,0.07,4.8,0.0
2020-01-27,5.4,67.1,0.01,3.3,6.0
2020-01-28,4.9,79.2,0.01,3.3,0.0
2020-01-29,3.9,69.4,0.01,3.3,0.0
2020-01-30,4.2,65.1,0.04,4.2,0.0
2020-01-31,3.1,73.6,0.04,4.2,1.0
2020-02-01,1.4,77.2,0.04,4.2,0.0
2020-02-02,0.8,74.8,0.0,3.1,0.0
2020-02-03,0.4,55.5,-0.02,2.7,0.0
2020-02-04,-1.8,65.5,0.14,7.7,0.0
2020-02-05,-5.8,47.3,0.19,9.5,0.0
2020-02-06,-6.7,57.2,0.07,5.2,0.0
2020-02-07,-3.3,59.2,0.04,4.2,0.0
2020-02-08,0.1,58.3,0.03,3.9,0.0
2020-02-09,-2.2,61.5,-0.02,2.8,0.0
2020-02-10,2.4,60.8,-0.01,3.0,0.0
2020-02-11,3.6,57.4,0.01,3.2,0.0
2020-02-12,5.4,86.7,-0.02,2.8,12.0
2020-02-13,8.0,83.6,0.04,4.0,0.0
2020-02-14,4.9,87.7,0.03,3.7,0.0
2020-02-15,8.3,74.8,0.02,3.6,1.0
2020-02-16,0.5,86.3,0.02,3.4,9.0
2020-02-17,-4.6,68.1,0.08,5.2,0.0
2020-02-18,-4.2,58.9,0.05,4.3,0.0
2020-02-19,-0.9,68.5,0.04,4.1,0.0
2020-02-20,2.5,72.1,0.04,4.1,0.0
2020-02-21,4.8,71.4,0.03,3.8,2.0
2020-02-22,5.0,65.1,0.05,4.3,3.0
2020-02-23,1.4,55.1,0.07,4.9,0.0
2020-02-24,4.2,57.0,0.09,5.5,0.0
2020-02-25,6.1,81.2,0.35,33.3,25.0
2020-02-26,6.5,74.7,0.9,130.0,0.0
2020-02-27,5.6,61.1,0.75,85.5,0.0
2020-02-28,2.8,88.3,0.53,41.4,3.0
2020-02-29,6.2,81.4,0.42,27.3,0.0
2020-03-01,5.7,80.0,0.34,19.3,0.0
2020-03-02,4.3,61.0,0.31,17.3,0.0
2020-03-03,5.8,66.1,0.3,15.9,0.0
2020-03-04,3.0,59.1,0.28,14.7,0.0
2020-03-05,1.1,55.0,0.18,8.9,0.0
2020-03-06,1.7,56.3,0.14,7.5,0.0
2020-03-07,4.4,63.1,0.14,7.3,0.0
2020-03-08,6.6,62.7,0.21,10.6,0.0
2020-03-09,8.7,60.0,0.13,6.9,0.0
2020-03-10,6.9,88.6,0.13,6.8,13.0
2020-03-11,3.4,53.9,0.15,7.6,0.0
2020-03-12,4.9,53.6,0.14,7.1,0.0
2020-03-13,6.2,47.9,0.12,6.6,0.0
2020-03-14,3.6,46.7,0.06,4.7,0.0
2020-03-15,4.6,52.5,0.02,3.5,0.0
2020-03-16,2.9,54.0,0.02,3.6,0.0
2020-03-17,4.4,73.2,0.1,6.2,0.0
2020-03-18,7.5,58.3,0.08,5.4,0.0
2020-03-19,8.5,52.4,0.08,5.4,0.0
2020-03-20,8.0,45.8,0.08,5.5,0.0
2020-03-21,12.0,54.0,0.08,5.3,0.0
2020-03-22,11.678857859492616,50.87128073728321,0.09,5.6,0.0
2020-03-23,9.1,45.3,0.08,5.0,0.0
2020-03-24,9.1,49.9,0.07,4.8,0.0
2020-03-25,11.4,49.2,0.03,3.8,0.0
2020-03-26,13.8,60.0,0.17,8.8,0.0
2020-03-27,11.8,82.3,0.13,7.0,7.0
2020-03-28,6.6,51.0,0.05,4.4,0.0
2020-03-29,7.4,56.0,0.02,3.4,0.0
2020-03-30,10.2,54.3,0.01,3.3,0.0
2020-03-31,10.6,49.3,0.01,3.3,0.0
2020-04-01,10.9,47.0,0.01,3.3,0.0
2020-04-02,8.2,51.1,0.01,3.3,0.0
2020-04-03,8.5,41.5,0.01,3.3,0.0
2020-04-04,7.6,46.4,0.01,3.3,0.0
2020-04-05,5.7,35.5,0.01,3.2,0.0
2020-04-06,8.0,44.1,-0.01,2.9,0.0
2020-04-07,10.5,47.5,0.0,3.1,0.0
2020-04-08,8.6,39.5,0.0,3.1,0.0
2020-04-09,7.9,50.7,0.0,3.1,0.0
2020-04-10,10.2,51.5,0.0,3.1,0.0
2020-04-11,9.5,53.2,0.0,3.1,0.0
2020-04-12,8.3,61.4,0.05,4.4,0.0
2020-04-13,9.4,41.6,0.12,7.5,0.0
2020-04-14,11.2,38.7,0.32,18.0,0.0
2020-04-15,11.8,41.8,0.25,12.5,0.0
2020-04-16,14.8,44.5,0.17,8.6,0.0
2020-04-17,12.2,71.1,0.34,21.4,8.0
2020-04-18,12.4,71.0,0.38,22.8,4.0
2020-04-19,10.8,78.0,0.26,13.7,12.0
2020-04-20,10.0,79.6,0.36,21.5,1.0
2020-04-21,7.5,52.4,0.32,17.7,0.0
2020-04-22,6.2,47.3,0.33,18.3,0.0
2020-04-23,7.4,46.6,0.33,18.4,0.0
2020-04-24,9.8,45.2,0.35,20.4,0.0
2020-04-25,14.9,38.1,0.32,17.7,0.0
2020-04-26,11.3,49.9,0.31,17.3,0.0
2020-04-27,10.5,50.4,0.31,17.6,0.0
2020-04-28,12.2,47.9,0.29,15.5,0.0
2020-04-29,14.4,54.2,0.29,15.4,0.0
2020-04-30,15.9,57.4,0.27,14.4,0.0
2020-05-01,21.4,66.0,0.28,15.1,0.0
2020-05-02,20.9,75.5,0.29,15.4,0.0
2020-05-03,17.9,83.0,0.29,15.9,2.0
2020-05-04,19.7,70.9,0.3,16.4,0.0
2020-05-05,15.6,81.2,0.3,16.2,5.0
2020-05-06,18.3,63.0,0.25,12.7,0.0
2020-05-07,18.4,36.6,0.27,14.6,0.0
2020-05-08,18.4,37.2,0.34,20.0,2.0
2020-05-09,16.1,88.8,0.44,29.7,13.0
2020-05-10,14.4,89.4,0.39,24.1,2.0
2020-05-11,17.7,60.5,0.28,14.8,0.0
2020-05-12,15.9,63.5,0.24,12.2,1.0
2020-05-13,15.2,54.0,0.26,13.5,0.0
2020-05-14,18.1,47.1,0.25,12.7,0.0
2020-05-15,16.4,75.2,0.35,21.1,15.0
2020-05-16,18.3,81.8,0.45,30.0,0.0
2020-05-17,21.2,73.6,0.4,25.2,0.0
2020-05-18,20.1,76.1,0.51,39.1,41.0
2020-05-19,12.3,82.0,0.78,93.0,4.0
2020-05-20,11.8,74.4,0.76,88.2,0.0
2020-05-21,15.5,66.6,0.69,70.2,0.0
2020-05-22,18.4,66.8,0.57,47.1,0.0
2020-05-23,20.0,61.5,0.54,43.1,0.0
2020-05-24,19.3,72.3,0.49,35.5,7.0
2020-05-25,15.5,84.7,0.47,32.2,0.0
2020-05-26,18.0,72.2,0.45,30.7,0.0
2020-05-27,17.9,63.1,0.39,24.0,0.0
2020-05-28,17.7,64.9,0.32,18.1,0.0
2020-05-29,19.5,63.8,0.32,18.1,0.0
2020-05-30,21.2,56.7,0.36,21.2,0.0
2020-05-31,21.5,59.0,0.35,20.4,0.0
2020-06-01,19.9,60.3,0.34,19.0,1.0
2020-06-02,18.5,58.6,0.33,18.4,0.0
2020-06-03,22.0,71.3,0.32,17.7,0.0
2020-06-04,24.9,66.5,0.31,16.8,0.0
2020-06-05,24.3,65.6,0.32,17.5,0.0
2020-06-06,23.8,58.3,0.29,15.3,0.0
2020-06-07,22.9,56.4,0.27,14.5,0.0
2020-06-08,24.8,68.0,0.28,14.7,0.0
2020-06-09,26.0,62.1,0.26,13.5,0.0
2020-06-10,25.8,63.9,0.25,12.9,32.0
2020-06-11,25.5,75.6,0.63,60.9,7.0
2020-06-12,23.8,82.3,0.75,84.2,1.0
2020-06-13,25.1,69.2,0.63,59.3,2.0
2020-06-14,24.0,78.1,0.52,40.4,10.0
2020-06-15,22.5,65.8,0.52,39.9,0.0
2020-06-16,22.1,67.8,0.53,40.3,0.0
2020-06-17,23.2,67.0,0.46,32.6,0.0
2020-06-18,21.0,74.5,0.4,25.6,0.0
2020-06-19,22.2,75.3,0.4,25.0,0.0
2020-06-20,24.5,67.4,0.41,26.6,0.0
2020-06-21,25.7,66.8,0.37,21.8,12.0
2020-06-22,26.9,63.6,0.36,20.9,0.0
2020-06-23,26.7,61.8,0.38,23.7,0.0
2020-06-24,22.5,73.4,0.41,25.9,10.0
2020-06-25,21.4,89.9,0.41,26.3,2.0
2020-06-26,22.2,78.9,0.32,17.6,0.0
2020-06-27,23.1,75.3,0.28,15.0,0.0
2020-06-28,23.21273459812921,78.98770013146773,0.26,13.5,0.0
2020-06-29,22.258586842754816,84.72432095921904,0.35,20.1,18.0
2020-06-30,20.1,89.8,0.71,79.5,21.0
2020-07-01,18.9,87.7,0.92,137.4,10.0
2020-07-02,23.4,71.7,0.83,108.1,0.0
2020-07-03,21.8,73.0,0.68,69.8,1.0
2020-07-04,22.0,74.2,0.61,54.4,1.0
2020-07-05,23.3,75.0,0.48,34.7,0.0
2020-07-06,24.2,74.7,0.46,31.9,0.0
2020-07-07,24.2,76.0,0.46,31.2,0.0
2020-07-08,25.0,72.9,0.45,30.0,0.0
2020-07-09,26.2,68.2,0.42,27.1,0.0
2020-07-10,25.1,73.8,0.4,24.7,0.0
2020-07-11,24.7,71.5,0.38,22.7,0.0
2020-07-12,22.3,76.8,0.39,24.2,7.0
2020-07-13,19.1,84.0,1.51,338.1,61.0
2020-07-14,19.7,84.6,1.37,254.9,10.0
2020-07-15,20.5,82.6,0.95,141.9,3.0
2020-07-16,22.7,78.6,0.76,88.3,0.0
2020-07-17,24.7,75.9,0.68,67.6,1.0
2020-07-18,24.6,70.0,0.65,61.9,0.0
2020-07-19,24.4,76.7,0.61,54.4,2.0
2020-07-20,24.9,83.6,0.6,51.7,16.0
2020-07-21,24.8,75.3,0.59,51.0,0.0
2020-07-22,22.6,92.0,0.93,147.3,47.0
2020-07-23,21.2,89.5,1.87,415.0,54.0
2020-07-24,21.7,82.5,2.26,574.7,4.0
2020-07-25,22.5,89.0,1.65,335.8,4.0
2020-07-26,22.9,88.4,1.34,243.2,3.0
2020-07-27,23.6,86.7,1.11,184.4,8.0
2020-07-28,23.2,90.4,0.88,122.3,5.0
2020-07-29,23.6,92.5,1.67,363.5,97.0
2020-07-30,24.1,91.1,3.76,1592.2,61.0
2020-07-31,25.8,85.1,1.7,361.0,0.0
2020-08-01,26.1,83.3,1.15,192.8,28.0
2020-08-02,24.8,91.0,2.29,630.2,48.0
2020-08-03,24.4,89.0,1.95,467.7,67.0
2020-08-04,26.5,85.5,1.79,390.2,47.0
2020-08-05,25.3,91.5,1.78,383.5,35.0
2020-08-06,24.9,87.8,1.92,431.1,27.0
2020-08-07,22.4,93.8,1.57,310.5,4.0
2020-08-08,23.0,93.1,1.52,295.8,27.0
2020-08-09,25.1,89.4,2.01,464.3,28.0
2020-08-10,24.9,92.4,1.55,303.3,17.0
2020-08-11,24.3,93.1,2.41,679.4,68.0
2020-08-12,25.1,94.0,2.11,512.9,1.0
2020-08-13,27.6,83.4,1.34,246.3,0.0
2020-08-14,28.5,78.3,1.09,179.0,0.0
2020-08-15,27.1,84.8,0.85,113.1,24.0
2020-08-16,27.3,80.5,0.72,77.6,0.0
2020-08-17,27.0,80.0,0.65,62.5,0.0
2020-08-18,26.7,81.2,0.59,51.4,0.0
2020-08-19,26.7,80.0,0.57,46.7,0.0
2020-08-20,27.2,78.2,0.53,41.8,0.0
2020-08-21,27.6,78.7,0.53,40.7,0.0
2020-08-22,25.6,82.1,0.51,38.2,40.0
2020-08-23,24.7,81.3,0.53,40.7,0.0
